concept_id,concept_label,coding_system,code,display_code,match_type,code_description,default_claim_rule,source,source_url,notes
gallbladder_disease,Gallbladder and biliary disease,ICD10CM,K81,K81,prefix,Cholecystitis,Monthly safety outcome proxy.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
gallbladder_disease,Gallbladder and biliary disease,ICD10CM,K82,K82,prefix,Other diseases of gallbladder,Monthly safety outcome proxy.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
gallbladder_disease,Gallbladder and biliary disease,ICD10CM,K83,K83,prefix,Other diseases of biliary tract,Monthly safety outcome proxy.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
gi_adverse_event_proxy,GI adverse-event proxy,ICD10CM,K20,K20,prefix,Esophagitis,Exploratory monthly outcome proxy; should be clinically reviewed.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
gi_adverse_event_proxy,GI adverse-event proxy,ICD10CM,K21,K21,prefix,Gastro-esophageal reflux disease,Exploratory monthly outcome proxy; should be clinically reviewed.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
gi_adverse_event_proxy,GI adverse-event proxy,ICD10CM,K25,K25,prefix,Gastric ulcer,Exploratory monthly outcome proxy; should be clinically reviewed.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
gi_adverse_event_proxy,GI adverse-event proxy,ICD10CM,K26,K26,prefix,Duodenal ulcer,Exploratory monthly outcome proxy; should be clinically reviewed.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
gi_adverse_event_proxy,GI adverse-event proxy,ICD10CM,K27,K27,prefix,"Peptic ulcer, site unspecified",Exploratory monthly outcome proxy; should be clinically reviewed.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
gi_adverse_event_proxy,GI adverse-event proxy,ICD10CM,K29,K29,prefix,Gastritis and duodenitis,Exploratory monthly outcome proxy; should be clinically reviewed.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
gi_adverse_event_proxy,GI adverse-event proxy,ICD10CM,K30,K30,exact,Functional dyspepsia,Exploratory monthly outcome proxy; should be clinically reviewed.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
gi_adverse_event_proxy,GI adverse-event proxy,ICD10CM,K31,K31,prefix,Other diseases of stomach and duodenum,Exploratory monthly outcome proxy; should be clinically reviewed.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
gi_adverse_event_proxy,GI adverse-event proxy,ICD10CM,K52,K52,prefix,Other and unspecified noninfective gastroenteritis and colitis,Exploratory monthly outcome proxy; should be clinically reviewed.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
gi_adverse_event_proxy,GI adverse-event proxy,ICD10CM,K59,K59,prefix,Other functional intestinal disorders,Exploratory monthly outcome proxy; should be clinically reviewed.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
gi_adverse_event_proxy,GI adverse-event proxy,ICD10CM,R10,R10,prefix,Abdominal and pelvic pain,Exploratory monthly outcome proxy; should be clinically reviewed.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
gi_adverse_event_proxy,GI adverse-event proxy,ICD10CM,R11,R11,prefix,Nausea and vomiting,Exploratory monthly outcome proxy; should be clinically reviewed.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
heart_failure,Heart failure,ICD10CM,I110,I110,exact,Hypertensive heart disease with heart failure,Baseline comorbidity or monthly outcome; pair with IP/OP claim rule.,AHRQ HCUP Elixhauser Comorbidity Software Refined for ICD-10-CM,https://hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
heart_failure,Heart failure,ICD10CM,I130,I130,exact,Hypertensive heart and CKD with heart failure and stage 1-4/unspecified CKD,Baseline comorbidity or monthly outcome; pair with IP/OP claim rule.,AHRQ HCUP Elixhauser Comorbidity Software Refined for ICD-10-CM,https://hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
heart_failure,Heart failure,ICD10CM,I132,I132,exact,Hypertensive heart and CKD with heart failure and stage 5/end stage CKD,Baseline comorbidity or monthly outcome; pair with IP/OP claim rule.,AHRQ HCUP Elixhauser Comorbidity Software Refined for ICD-10-CM,https://hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
heart_failure,Heart failure,ICD10CM,I50,I50,prefix,Heart failure,Baseline comorbidity or monthly outcome; pair with IP/OP claim rule.,AHRQ HCUP Elixhauser Comorbidity Software Refined for ICD-10-CM,https://hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
hyperglycemia,Hyperglycemia,ICD10CM,E0865,E0865,exact,Diabetes due to underlying condition with hyperglycemia,Monthly outcome proxy.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
hyperglycemia,Hyperglycemia,ICD10CM,E0965,E0965,exact,Drug or chemical induced diabetes with hyperglycemia,Monthly outcome proxy.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
hyperglycemia,Hyperglycemia,ICD10CM,E1065,E1065,exact,Type 1 diabetes with hyperglycemia,Monthly outcome proxy.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
hyperglycemia,Hyperglycemia,ICD10CM,E1165,E1165,exact,Type 2 diabetes with hyperglycemia,Monthly outcome proxy.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
hyperglycemia,Hyperglycemia,ICD10CM,E1365,E1365,exact,Other specified diabetes with hyperglycemia,Monthly outcome proxy.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
hyperglycemia,Hyperglycemia,ICD10CM,R739,R739,exact,"Hyperglycemia, unspecified",Monthly outcome proxy.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
hypertension,Hypertension,ICD10CM,H3503,H3503,prefix,Hypertensive retinopathy,CCW-style rule commonly uses 1 inpatient/SNF/HHA or 2 outpatient/carrier claims.,CMS Chronic Conditions Data Warehouse algorithms,https://www2.ccwdata.org/web/guest/condition-categories,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
hypertension,Hypertension,ICD10CM,I10,I10,exact,Essential hypertension,CCW-style rule commonly uses 1 inpatient/SNF/HHA or 2 outpatient/carrier claims.,CMS Chronic Conditions Data Warehouse algorithms,https://www2.ccwdata.org/web/guest/condition-categories,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
hypertension,Hypertension,ICD10CM,I11,I11,prefix,Hypertensive heart disease,CCW-style rule commonly uses 1 inpatient/SNF/HHA or 2 outpatient/carrier claims.,CMS Chronic Conditions Data Warehouse algorithms,https://www2.ccwdata.org/web/guest/condition-categories,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
hypertension,Hypertension,ICD10CM,I12,I12,prefix,Hypertensive chronic kidney disease,CCW-style rule commonly uses 1 inpatient/SNF/HHA or 2 outpatient/carrier claims.,CMS Chronic Conditions Data Warehouse algorithms,https://www2.ccwdata.org/web/guest/condition-categories,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
hypertension,Hypertension,ICD10CM,I13,I13,prefix,Hypertensive heart and chronic kidney disease,CCW-style rule commonly uses 1 inpatient/SNF/HHA or 2 outpatient/carrier claims.,CMS Chronic Conditions Data Warehouse algorithms,https://www2.ccwdata.org/web/guest/condition-categories,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
hypertension,Hypertension,ICD10CM,I15,I15,prefix,Secondary hypertension,CCW-style rule commonly uses 1 inpatient/SNF/HHA or 2 outpatient/carrier claims.,CMS Chronic Conditions Data Warehouse algorithms,https://www2.ccwdata.org/web/guest/condition-categories,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
hypertension,Hypertension,ICD10CM,I674,I674,exact,Hypertensive encephalopathy,CCW-style rule commonly uses 1 inpatient/SNF/HHA or 2 outpatient/carrier claims.,CMS Chronic Conditions Data Warehouse algorithms,https://www2.ccwdata.org/web/guest/condition-categories,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
hypertension,Hypertension,ICD10CM,N262,N262,exact,Page kidney,CCW-style rule commonly uses 1 inpatient/SNF/HHA or 2 outpatient/carrier claims.,CMS Chronic Conditions Data Warehouse algorithms,https://www2.ccwdata.org/web/guest/condition-categories,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
hypoglycemia,Hypoglycemia,ICD10CM,E0864,E0864,prefix,Diabetes due to underlying condition with hypoglycemia,Monthly outcome proxy.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
hypoglycemia,Hypoglycemia,ICD10CM,E0964,E0964,prefix,Drug or chemical induced diabetes with hypoglycemia,Monthly outcome proxy.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
hypoglycemia,Hypoglycemia,ICD10CM,E1064,E1064,prefix,Type 1 diabetes with hypoglycemia,Monthly outcome proxy.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
hypoglycemia,Hypoglycemia,ICD10CM,E1164,E1164,prefix,Type 2 diabetes with hypoglycemia,Monthly outcome proxy.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
hypoglycemia,Hypoglycemia,ICD10CM,E1364,E1364,prefix,Other specified diabetes with hypoglycemia,Monthly outcome proxy.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
hypoglycemia,Hypoglycemia,ICD10CM,E160,E160,exact,Drug-induced hypoglycemia without coma,Monthly outcome proxy.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
hypoglycemia,Hypoglycemia,ICD10CM,E161,E161,exact,Other hypoglycemia,Monthly outcome proxy.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
hypoglycemia,Hypoglycemia,ICD10CM,E162,E162,exact,"Hypoglycemia, unspecified",Monthly outcome proxy.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
liver_disease,Liver disease,ICD10CM,B18,B18,prefix,Chronic viral hepatitis,Baseline comorbidity; refine alcohol/non-alcohol etiologies if needed.,AHRQ HCUP Elixhauser Comorbidity Software Refined for ICD-10-CM,https://hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
liver_disease,Liver disease,ICD10CM,K70,K70,prefix,Alcoholic liver disease,Baseline comorbidity; refine alcohol/non-alcohol etiologies if needed.,AHRQ HCUP Elixhauser Comorbidity Software Refined for ICD-10-CM,https://hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
liver_disease,Liver disease,ICD10CM,K71,K71,prefix,Toxic liver disease,Baseline comorbidity; refine alcohol/non-alcohol etiologies if needed.,AHRQ HCUP Elixhauser Comorbidity Software Refined for ICD-10-CM,https://hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
liver_disease,Liver disease,ICD10CM,K72,K72,prefix,Hepatic failure,Baseline comorbidity; refine alcohol/non-alcohol etiologies if needed.,AHRQ HCUP Elixhauser Comorbidity Software Refined for ICD-10-CM,https://hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
liver_disease,Liver disease,ICD10CM,K73,K73,prefix,Chronic hepatitis,Baseline comorbidity; refine alcohol/non-alcohol etiologies if needed.,AHRQ HCUP Elixhauser Comorbidity Software Refined for ICD-10-CM,https://hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
liver_disease,Liver disease,ICD10CM,K74,K74,prefix,Fibrosis and cirrhosis of liver,Baseline comorbidity; refine alcohol/non-alcohol etiologies if needed.,AHRQ HCUP Elixhauser Comorbidity Software Refined for ICD-10-CM,https://hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
liver_disease,Liver disease,ICD10CM,K75,K75,prefix,Other inflammatory liver diseases,Baseline comorbidity; refine alcohol/non-alcohol etiologies if needed.,AHRQ HCUP Elixhauser Comorbidity Software Refined for ICD-10-CM,https://hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
liver_disease,Liver disease,ICD10CM,K76,K76,prefix,Other diseases of liver,Baseline comorbidity; refine alcohol/non-alcohol etiologies if needed.,AHRQ HCUP Elixhauser Comorbidity Software Refined for ICD-10-CM,https://hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
liver_disease,Liver disease,ICD10CM,K77,K77,prefix,Liver disorders in diseases classified elsewhere,Baseline comorbidity; refine alcohol/non-alcohol etiologies if needed.,AHRQ HCUP Elixhauser Comorbidity Software Refined for ICD-10-CM,https://hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
liver_disease,Liver disease,ICD10CM,Z944,Z944,exact,Liver transplant status,Baseline comorbidity; refine alcohol/non-alcohol etiologies if needed.,AHRQ HCUP Elixhauser Comorbidity Software Refined for ICD-10-CM,https://hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
obesity,"Overweight, obesity, and adult BMI codes",ICD10CM,E66,E66,prefix,Overweight and obesity,Usually any diagnosis claim in baseline; BMI Z codes are supplemental.,AHRQ HCUP Elixhauser Comorbidity Software Refined for ICD-10-CM,https://hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
obesity,"Overweight, obesity, and adult BMI codes",ICD10CM,Z683,Z683,prefix,Adult BMI 30.0-39.9 range,Usually any diagnosis claim in baseline; BMI Z codes are supplemental.,AHRQ HCUP Elixhauser Comorbidity Software Refined for ICD-10-CM,https://hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
obesity,"Overweight, obesity, and adult BMI codes",ICD10CM,Z684,Z684,prefix,Adult BMI 40.0 and over range,Usually any diagnosis claim in baseline; BMI Z codes are supplemental.,AHRQ HCUP Elixhauser Comorbidity Software Refined for ICD-10-CM,https://hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
pancreatitis,Pancreatitis,ICD10CM,K85,K85,prefix,Acute pancreatitis,Monthly safety outcome proxy.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
pancreatitis,Pancreatitis,ICD10CM,K860,K860,exact,Alcohol-induced chronic pancreatitis,Monthly safety outcome proxy.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
pancreatitis,Pancreatitis,ICD10CM,K861,K861,exact,Other chronic pancreatitis,Monthly safety outcome proxy.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
sleep_apnea,Sleep apnea,ICD10CM,G473,G473,prefix,Sleep apnea,Baseline comorbidity.,CDC/NCHS ICD-10-CM diagnosis coding system,https://www.cdc.gov/nchs/icd/icd-10-cm/index.html,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
substance_use,Substance use disorders,ICD10CM,F10,F10,prefix,Alcohol related disorders,Baseline comorbidity or sensitivity exclusion.,AHRQ HCUP Elixhauser Comorbidity Software Refined for ICD-10-CM,https://hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
substance_use,Substance use disorders,ICD10CM,F11,F11,prefix,Opioid related disorders,Baseline comorbidity or sensitivity exclusion.,AHRQ HCUP Elixhauser Comorbidity Software Refined for ICD-10-CM,https://hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
substance_use,Substance use disorders,ICD10CM,F12,F12,prefix,Cannabis related disorders,Baseline comorbidity or sensitivity exclusion.,AHRQ HCUP Elixhauser Comorbidity Software Refined for ICD-10-CM,https://hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
substance_use,Substance use disorders,ICD10CM,F13,F13,prefix,"Sedative, hypnotic, or anxiolytic related disorders",Baseline comorbidity or sensitivity exclusion.,AHRQ HCUP Elixhauser Comorbidity Software Refined for ICD-10-CM,https://hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
substance_use,Substance use disorders,ICD10CM,F14,F14,prefix,Cocaine related disorders,Baseline comorbidity or sensitivity exclusion.,AHRQ HCUP Elixhauser Comorbidity Software Refined for ICD-10-CM,https://hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
substance_use,Substance use disorders,ICD10CM,F15,F15,prefix,Other stimulant related disorders,Baseline comorbidity or sensitivity exclusion.,AHRQ HCUP Elixhauser Comorbidity Software Refined for ICD-10-CM,https://hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
substance_use,Substance use disorders,ICD10CM,F16,F16,prefix,Hallucinogen related disorders,Baseline comorbidity or sensitivity exclusion.,AHRQ HCUP Elixhauser Comorbidity Software Refined for ICD-10-CM,https://hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
substance_use,Substance use disorders,ICD10CM,F18,F18,prefix,Inhalant related disorders,Baseline comorbidity or sensitivity exclusion.,AHRQ HCUP Elixhauser Comorbidity Software Refined for ICD-10-CM,https://hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
substance_use,Substance use disorders,ICD10CM,F19,F19,prefix,Other psychoactive substance related disorders,Baseline comorbidity or sensitivity exclusion.,AHRQ HCUP Elixhauser Comorbidity Software Refined for ICD-10-CM,https://hcup-us.ahrq.gov/toolssoftware/comorbidityicd10/comorbidity_icd10.jsp,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
type2_diabetes,Type 2 diabetes mellitus,ICD10CM,E11,E11,prefix,Type 2 diabetes mellitus,Often used as at least 1 inpatient or 2 outpatient claims in baseline; study-specific.,CMS Chronic Conditions Data Warehouse algorithms,https://www2.ccwdata.org/web/guest/condition-categories,Seed public code list. Normalize claim diagnosis codes by removing decimals and uppercasing before matching.
